conta_contabil;uniorcam;saldo_atual_debito;saldo_atual_credito;especificacao;escrituracao;data_inicial;data_final;data_geracao;conferencia_externa;conferencia_saldo;conferencia_nivel;conferencia_natureza
7.4.1.0.0.00.00.00.00.00.00.000;0201;639.128,96;0,00;"CONTROLE DE PASSIVOS CONTINGENTES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.4.1.1.0.00.00.00.00.00.00.000;0201;639.128,96;0,00;"PASSIVOS CONTINGENTES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.4.1.1.1.00.00.00.00.00.00.000;0201;4.309,68;0,00;"DEMANDAS JUDICIAIS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePassivosContingentesDeDemandasJudiciais;testFechamentoDosLancamentosNasContasDeControle
7.4.1.1.2.00.00.00.00.00.00.000;0201;929,49;0,00;"DIVIDAS EM PROCESSO DE RECONHECIMENTO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePassivosContingentesDeDividasEmReconhecimento;testFechamentoDosLancamentosNasContasDeControle
7.4.1.1.9.00.00.00.00.00.00.000;0201;633.889,79;0,00;"OUTROS PASSIVOS CONTINGENTES";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrosPassivosContingentes;testFechamentoDosLancamentosNasContasDeControle
7.5.0.0.0.00.00.00.00.00.00.000;0201;14.963,22;0,00;"CONSORCIOS PUBLICOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.5.3.0.0.00.00.00.00.00.00.000;0201;14.963,22;0,00;"CONSOLIDACAO DA EXECUCAO  DO CONSORCIO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.5.3.1.0.00.00.00.00.00.00.000;0201;14.963,22;0,00;"VALORES TRANSFERIDOS POR CONTRATO DE RATEIO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeValoresTransferidosPorContratoDeRateio;testFechamentoDosLancamentosNasContasDeControle
7.5.3.2.0.00.00.00.00.00.00.000;0201;0,00;0,00;"DESPESAS EXECUTADAS EM CONSORCIOS PUBLICOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
7.9.0.0.0.00.00.00.00.00.00.000;0201;5.812.489,70;0,00;"OUTROS CONTROLES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.9.1.0.0.00.00.00.00.00.00.000;0201;276.104,92;0,00;"RESPONSABILIDADE POR VALORES, TITULOS E BENS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.9.1.1.0.00.00.00.00.00.00.000;0201;252.996,55;0,00;"RESPONSABILIDADE COM TERCEIROS POR VALORES, TITULOS E BENS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.9.1.1.3.00.00.00.00.00.00.000;0201;252.996,55;0,00;"OUTRAS RESPONSABILIDADES COM TERCEIROS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrasResponsabilidadesDeTerceiros;testFechamentoDosLancamentosNasContasDeControle
7.9.1.2.0.00.00.00.00.00.00.000;0201;23.108,37;0,00;"RESPONSABILIDADE DE TERCEIROS POR VALORES, TITULOS E BENS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.9.1.2.1.00.00.00.00.00.00.000;0201;23.108,37;0,00;"CONTROLE DE ADIANTAMENTOS/SUPRIMENTOS DE FUNDOS CONCEDIDOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
7.9.2.0.0.00.00.00.00.00.00.000;0201;428.925,78;0,00;"DIVERSOS RESPONSAVEIS EM APURACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.9.2.6.0.00.00.00.00.00.00.000;0201;8.771,16;0,00;"PAGAMENTOS SEM RESPALDO ORCAMENTARIO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePagamentosSemRespaldoOrcamentario;testFechamentoDosLancamentosNasContasDeControle
7.9.2.9.0.00.00.00.00.00.00.000;0201;420.154,62;0,00;"RESPONSAVEIS POR DANOS AO PATRIMONIO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
7.9.9.0.0.00.00.00.00.00.00.000;0201;5.107.459,00;0,00;"DEMAIS CONTROLES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.9.9.9.0.00.00.00.00.00.00.000;0201;5.107.459,00;0,00;"DEMAIS CONTROLES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.9.9.9.1.00.00.00.00.00.00.000;0201;7.387,02;0,00;"DESPESA SEM EMPENHO PREVIO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesaSemEmpenhoPrevio;testFechamentoDosLancamentosNasContasDeControle
7.9.9.9.2.00.00.00.00.00.00.000;0201;382.231,52;0,00;"SUPERAVIT FINANCEIRO DISPONIVEL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
7.9.9.9.2.00.00.00.00.00.00.000;1201;0,00;0,00;"SUPERAVIT FINANCEIRO DISPONIVEL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
7.9.9.9.4.00.00.00.00.00.00.000;0201;4.717.840,46;0,00;"LIMITE DE SUPLEMENTACAO AUTORIZADO NA LOA UTILIZADO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeLimiteDeSuplementacao;testFechamentoDosLancamentosNasContasDeControle
8.0.0.0.0.00.00.00.00.00.00.000;0201;0,00;95.534.113,90;"CONTROLES CREDORES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.0.0.0.00.00.00.00.00.00.000;0201;0,00;51.336.951,35;"EXECUCAO DOS ATOS POTENCIAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.1.0.0.00.00.00.00.00.00.000;0201;0,00;45.586.338,69;"EXECUCAO DOS ATOS POTENCIAIS ATIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.1.3.0.00.00.00.00.00.00.000;0201;0,00;47.240,00;"EXECUCAO DE DIREITOS CONTRATUAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.1.3.1.00.00.00.00.00.00.000;0201;0,00;47.240,00;"EXECUCAO DE DIREITOS CONTRATUAIS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.1.3.1.03.00.00.00.00.00.000;0201;0,00;47.240,00;"CONTRATOS DE ALUGUEIS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeContratosDeAlugueis;testFechamentoDosLancamentosNasContasDeControle
8.1.1.3.1.03.01.00.00.00.00.000;0201;0,00;33.426,00;"EM EXECUCAO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeContratosDeAlugueis;testFechamentoDosLancamentosNasContasDeControle
8.1.1.3.1.03.02.00.00.00.00.000;0201;0,00;13.814,00;EXECUTADOS;S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeContratosDeAlugueis;testFechamentoDosLancamentosNasContasDeControle
8.1.1.9.0.00.00.00.00.00.00.000;0201;0,00;45.539.098,69;"EXECUCAO DE OUTROS ATOS POTENCIAIS ATIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.1.9.1.00.00.00.00.00.00.000;0201;0,00;45.539.098,69;"EXECUCAO DE OUTROS ATOS POTENCIAIS ATIVOS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.1.9.1.01.00.00.00.00.00.000;1201;0,00;45.363.295,71;"PLANO DE AMORTIZACAO DO DEFICIT ATUARIAL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePlanoDeAmortizacaoDoDeficitAtuarial;testFechamentoDosLancamentosNasContasDeControle
8.1.1.9.1.04.00.00.00.00.00.000;0201;0,00;91.804,77;"BENS DO IMOBILIZADO CEDIDOS A TERCEIROS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeBensDoImobilizadoCedidos;testFechamentoDosLancamentosNasContasDeControle
8.1.1.9.1.05.00.00.00.00.00.000;0201;0,00;83.998,21;"ATIVOS CONTINGENTES";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeAtivosContingentes;testFechamentoDosLancamentosNasContasDeControle
8.1.1.9.1.05.01.00.00.00.00.000;0201;0,00;83.998,21;"IRRF RECOLHIDO PARA A SRF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeAtivosContingentes;testFechamentoDosLancamentosNasContasDeControle
8.1.2.0.0.00.00.00.00.00.00.000;0201;0,00;5.750.612,66;"EXECUCAO DOS ATOS POTENCIAIS PASSIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.0.00.00.00.00.00.00.000;0201;0,00;355.870,00;"EXECUCAO DE OBRIGACOES CONVENIADAS E OUTROS INSTRUMENTOS CONGENERES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.00.00.00.00.00.00.000;0201;0,00;355.870,00;"EXECUCAO DE OBRIGACOES CONVENIADAS E OUTROS INSTRUMENTOS CONGENERES - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.00.00.00.00.00.000;0201;0,00;355.870,00;"EXECUCAO DE CONVENIOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.01.00.00.00.00.000;0201;0,00;127.350,00;"CONVENIOS A LIBERAR";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.01.08.00.00.00.000;0201;0,00;127.350,00;"TERMO DE FOMENTO 001/2021 APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.01.09.00.00.00.000;0201;0,00;0,00;"TERMO DE FOMENTO 002/2021 APAE INDEPENDENCIA - FAZENDO ARTE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.02.00.00.00.00.000;0201;0,00;36.420,00;"CONVENIOS A COMPROVAR";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.02.06.00.00.00.000;0201;0,00;0,00;"TERMO DE FOMENTO 001/2020 - APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.02.08.00.00.00.000;0201;0,00;14.150,00;"TERMO DE FOMENTO 001/2021 APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.02.09.00.00.00.000;0201;0,00;22.270,00;"TERMO DE FOMENTO 002/2021 APAE INDEPENDENCIA - FAZENDO ARTE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.03.00.00.00.00.000;0201;0,00;0,00;"CONVENIOS A APROVAR";N;2021-01-01;2021-03-31;2021-04-22;;testSaldoFinalDeParceriasAApropriarDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.03.06.00.00.00.000;0201;0,00;0,00;"TERMO DE FOMENTO 001/2020 - APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;testSaldoFinalDeParceriasAApropriarDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.03.08.00.00.00.000;0201;0,00;0,00;"TERMO DE FOMENTO 001/2021 APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;testSaldoFinalDeParceriasAApropriarDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.04.00.00.00.00.000;0201;0,00;28.300,00;"CONVENIOS APROVADOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.04.06.00.00.00.000;0201;0,00;0,00;"TERMO DE FOMENTO 001/2020 - APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.04.08.00.00.00.000;0201;0,00;28.300,00;"TERMO DE FOMENTO 001/2021 APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.12.00.00.00.00.000;0201;0,00;163.800,00;"CONVENIOS E INSTRUMENTOS CONGENERES CONCLUIDOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.2.1.01.12.06.00.00.00.000;0201;0,00;163.800,00;"TERMO DE FOMENTO 001/2020 - APAE INDEPENDENCIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.0.00.00.00.00.00.00.000;0201;0,00;4.970.392,97;"EXECUCAO DE OBRIGACOES CONTRATUAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.00.00.00.00.00.00.000;0201;0,00;4.970.392,97;"EXECUCAO DE OBRIGACOES -CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.02.00.00.00.00.00.000;0201;0,00;3.219.079,42;"CONTRATOS DE SERVICOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeServicos;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.02.01.00.00.00.00.000;0201;0,00;1.750.838,18;"A EXECUTAR";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeServicos;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.02.01.00.00.00.00.000;1201;0,00;6.500,00;"A EXECUTAR";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeServicos;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.02.02.00.00.00.00.000;0201;0,00;1.448.041,24;EXECUTADOS;S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeServicos;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.02.02.00.00.00.00.000;1201;0,00;13.700,00;EXECUTADOS;S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeServicos;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.04.00.00.00.00.00.000;0201;0,00;824.078,05;"CONTRATOS DE FORNECIMENTO DE BENS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeFornecimentoDeBens;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.04.01.00.00.00.00.000;0201;0,00;690.452,61;"A EXECUTAR";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeFornecimentoDeBens;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.04.02.00.00.00.00.000;0201;0,00;133.625,44;EXECUTADOS;S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeFornecimentoDeBens;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.99.00.00.00.00.00.000;0201;0,00;927.235,50;"OUTRAS OBRIGACOES CONTRATUAIS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrasObrigacoesContratuais;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.99.01.00.00.00.00.000;0201;0,00;701.265,86;"OUTRAS OBRIGACOES CONTRATUAIS - A EXECUTAR";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrasObrigacoesContratuais;testFechamentoDosLancamentosNasContasDeControle
8.1.2.3.1.99.03.00.00.00.00.000;0201;0,00;225.969,64;"OUTRAS OBRIGACOES CONTRATUAIS - EXECUTADOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrasObrigacoesContratuais;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.0.00.00.00.00.00.00.000;0201;0,00;424.349,69;"EXECUCAO DE OUTROS ATOS POTENCIAIS PASSIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.00.00.00.00.00.00.000;0201;0,00;424.349,69;"EXECUCAO DE OUTROS ATOS POTENCIAIS PASSIVOS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.00.00.00.00.00.000;0201;0,00;391.101,07;"BENEFICIARIOS DE SENTENCAS JUDICIAIS INCLUIDAS NO ORCAMENTO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.00.00.00.00.000;0201;0,00;391.101,07;"PRECATORIOS INCLUIDOS NA LOA 2021";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.01.00.00.00.000;0201;0,00;11.023,10;"TJRS PRECATORIO 193706-9 ADALBERTO MARTINI POSICAO 1";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.02.00.00.00.000;0201;0,00;14.653,97;"TJRS PRECATORIO 193918-0 JORGE ARESI POSICAO 2";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.03.00.00.00.000;0201;0,00;190.280,34;"TJRS PRECATORIO 196653-0 MARCOS JOCEMAR MELLER DOMENIGHI POSICAO 3";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.04.00.00.00.000;0201;0,00;64.827,30;"TJRS PRECATORIO 198246-1 WANDERLEI KOCHHANN POSICAO 4";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.05.00.00.00.000;0201;0,00;70.593,09;"TJRS PRECATORIO 198999-5 RENILDA MARIA DE VARGAS MATIELLI POSICAO 5";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.06.00.00.00.000;0201;0,00;7.371,81;"TJRS PRECATORIO 193710-1 GILBERTO LUIS BAIOTTO POSICAO 6";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.01.03.07.00.00.00.000;0201;0,00;32.351,46;"TRT4 PREC 0001246-97.2020.5.04.0000 ROSANE MARIA CEZAR FIM POSICAO 1";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.02.00.00.00.00.00.000;0201;0,00;33.248,62;"BENEFICIARIOS DE SENTENCAS JUDICIAIS AINDA NAO INCLUIDAS NO ORCAMENTO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.1.2.9.1.02.15.00.00.00.00.000;0201;0,00;33.248,62;"TRT4 PRECAT 0001738-89.2020.5.04.0000 PEDRO ALEX DE LIMA";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.2.0.0.0.00.00.00.00.00.00.000;0201;0,00;37.730.580,67;"EXECUCAO DA ADMINISTRACAO FINANCEIRA";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.2.1.0.0.00.00.00.00.00.00.000;0201;0,00;37.730.580,67;"EXECUCAO DAS DISPONIBILIDADES POR DESTINACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.0.00.00.00.00.00.00.000;0201;0,00;37.730.580,67;"EXECUCAO DA DISPONIBILIDADE DE RECURSOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.00.00.00.00.00.00.000;0201;0,00;27.465.128,01;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS";N;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.01.00.00.00.000;0201;0,00;1.282.599,90;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.01.00.00.00.000;0201;0,00;16,20;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.20.00.00.00.000;0201;414.361,02;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.20.00.00.00.000;0201;0,00;6,75;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.31.00.00.00.000;0201;0,00;496.358,94;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.31.00.00.00.000;0201;90,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.40.00.00.00.000;0201;901.328,22;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.40.00.00.00.000;0201;9.000,37;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.1.01.00.50.00.00.00.000;1201;0,00;26.475.999,77;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosDisponiveis;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
